지역,아파트,면적,층,가격
인천광역시 서구 당하동,검단힐스테이트6차,84.9908,4,44000
인천광역시 서구 당하동,검단힐스테이트6차,84.9905,4,44900
인천광역시 서구 당하동,금호어울림1차,84.9917,9,32800
인천광역시 서구 당하동,당하KCC스위첸,84.997,6,37750
인천광역시 서구 당하동,당하KCC스위첸,84.997,6,37400
인천광역시 서구 당하동,당하KCC스위첸,84.997,20,34100
인천광역시 서구 당하동,당하KCC스위첸,84.997,11,37000
인천광역시 서구 당하동,당하푸르지오,73.827,17,37000
인천광역시 서구 당하동,당하풍림아이원1차,59.9841,13,27300
인천광역시 서구 당하동,당하풍림아이원1차,84.8441,19,36700
인천광역시 서구 당하동,신안실크벨리,59.9639,4,26700
인천광역시 서구 당하동,신안실크벨리,84.9922,7,28600
인천광역시 서구 당하동,신안실크벨리,59.9639,12,26000
인천광역시 서구 당하동,우미린파크뷰1단지,59.938,10,36300
인천광역시 서구 당하동,우미린파크뷰2단지,59.938,12,35800
인천광역시 서구 당하동,우미린파크뷰2단지,59.8198,13,35700
인천광역시 서구 당하동,우미린파크뷰2단지,84.8773,19,48000
인천광역시 서구 당하동,원당동문굿모닝힐,84.967,15,31500
인천광역시 서구 당하동,원당풍림아이원,84.55,1,31000
인천광역시 서구 당하동,인천검단신도시AA4BL유승한내들,84.5123,3,59000
인천광역시 서구 당하동,인천검단신도시AA4BL유승한내들,84.2411,24,58500
인천광역시 서구 당하동,인천검단신도시AA4BL유승한내들,84.2411,13,59000
인천광역시 서구 당하동,인천검단신도시AA4BL유승한내들,92.2153,15,67000
인천광역시 서구 당하동,인천검단신도시AA4BL유승한내들,84.2411,11,59400
인천광역시 서구 당하동,인천검단신도시AA4BL유승한내들,84.2411,9,58500
인천광역시 서구 당하동,"탑스빌(영남,신대진,성웅)아파트",84.94,16,33800
인천광역시 서구 당하동,"탑스빌(영남,신대진,성웅)아파트",59.995,6,25000
인천광역시 서구 당하동,"탑스빌(영남,신대진,성웅)아파트",84.94,15,31500
인천광역시 서구 당하동,"탑스빌(영남,신대진,성웅)아파트",84.94,5,30000
인천광역시 서구 당하동,"탑스빌(영남,신대진,성웅)아파트",59.995,10,26900
인천광역시 서구 당하동,태평,59.97,17,25000
인천광역시 서구 당하동,태평,59.97,3,24800
인천광역시 서구 당하동,파라곤센트럴파크,84.986,14,47500
인천광역시 서구 당하동,파라곤센트럴파크,84.986,5,59000
인천광역시 서구 당하동,호반써밋프라임뷰,84.2832,13,40000
인천광역시 서구 마전동,검단1차대주피오레,84.9734,10,34000
인천광역시 서구 마전동,검단1차대주피오레,123.3669,15,43000
인천광역시 서구 마전동,검단2차우방아이유쉘,84.7634,4,37000
인천광역시 서구 마전동,검단2차우방아이유쉘,59.9375,12,34000
인천광역시 서구 마전동,검단2차우방아이유쉘,84.7634,8,38500
인천광역시 서구 마전동,검단2차우방아이유쉘,84.7634,10,37800
인천광역시 서구 마전동,검단2차풍림아이원,84.8495,1,25000
인천광역시 서구 마전동,검단2차풍림아이원,84.8495,12,28200
인천광역시 서구 마전동,검단아이파크,84.2846,7,32200
인천광역시 서구 마전동,검단우림필유,84.9487,5,29900
인천광역시 서구 마전동,검단힐스테이트2차,140.395,2,47000
인천광역시 서구 마전동,당하2차풍림아이원,84.9851,19,36000
인천광역시 서구 마전동,당하3차풍림아이원,84.9851,11,31000
인천광역시 서구 마전동,당하3차풍림아이원,84.9851,11,32500
인천광역시 서구 마전동,당하3차풍림아이원,59.906,6,28300
인천광역시 서구 마전동,대원레스피아1차,84.9904,18,24000
인천광역시 서구 마전동,대원레스피아2차,84.8494,16,23000
인천광역시 서구 마전동,대원레스피아2차,59.741,7,20500
인천광역시 서구 마전동,동아,84.9,15,25000
인천광역시 서구 마전동,동아,59.98,5,22500
인천광역시 서구 마전동,동아,59.98,4,21100
인천광역시 서구 마전동,동아,84.9,1,23300
인천광역시 서구 마전동,동아,84.9,2,25000
인천광역시 서구 마전동,동아,134.976,12,33000
인천광역시 서구 마전동,동아,84.9,20,26200
인천광역시 서구 마전동,마전2차풍림아이원,84.3173,15,24000
인천광역시 서구 마전동,마전양우내안애퍼스트힐,59.6939,15,29400
인천광역시 서구 마전동,영남탑스빌,84.97,9,27000
인천광역시 서구 마전동,영남탑스빌,200.18,25,50000
인천광역시 서구 마전동,영남탑스빌,153.03,21,36300
인천광역시 서구 마전동,영남탑스빌,153.03,21,36300
인천광역시 서구 마전동,영남탑스빌,153.03,6,37500
인천광역시 서구 마전동,영남탑스빌,84.97,17,28000
인천광역시 서구 마전동,한일,59.1,6,15000
인천광역시 서구 마전동,현대,84.72,12,25500
인천광역시 서구 불로동,동부,84.995,6,23800
인천광역시 서구 불로동,백두퀸스빌,139.59,9,26000
인천광역시 서구 불로동,불로e-편한세상,59.794,4,23500
인천광역시 서구 불로동,불로e-편한세상,84.861,5,30000
인천광역시 서구 불로동,불로e-편한세상,84.861,5,31000
인천광역시 서구 불로동,불로금호어울림(불로지구39BL),84.9949,12,31000
인천광역시 서구 불로동,불로금호어울림(불로지구39BL),84.9949,4,29700
인천광역시 서구 불로동,불로금호어울림(불로지구39BL),84.9949,5,29500
인천광역시 서구 불로동,월드,59.73,5,19000
인천광역시 서구 불로동,월드,59.89,7,20200
인천광역시 서구 불로동,월드,59.73,10,21700
인천광역시 서구 불로동,월드,59.77,14,20500
인천광역시 서구 불로동,월드,59.73,19,17000
인천광역시 서구 불로동,월드,84.93,18,26500
인천광역시 서구 불로동,퀸스타운(길훈),84.99,2,23500
인천광역시 서구 불로동,퀸스타운(길훈),59.72,2,18250
인천광역시 서구 불로동,퀸스타운(길훈),84.99,18,24500
인천광역시 서구 불로동,퀸스타운(동성),59.97,5,18050
인천광역시 서구 불로동,퀸스타운(동성),84.99,7,26000
인천광역시 서구 불로동,퀸스타운(신명),59.72,13,20000
인천광역시 서구 석남동,금호어울림,59.817,9,31000
인천광역시 서구 석남동,금호어울림,84.8003,14,38500
인천광역시 서구 석남동,금호어울림,84.8003,6,39500
인천광역시 서구 석남동,낙원,49.14,2,11000
인천광역시 서구 석남동,대원,59.96,10,21000
인천광역시 서구 석남동,덕산,59.97,5,16700
인천광역시 서구 석남동,동우,54.81,5,15000
인천광역시 서구 석남동,동진2,53.06,1,12000
인천광역시 서구 석남동,보광네오센스,59.96,3,20500
인천광역시 서구 석남동,서보,71.514,3,23000
인천광역시 서구 석남동,서인천월드메르디앙,84.9783,12,38000
인천광역시 서구 석남동,서인천월드메르디앙,84.9783,17,37500
인천광역시 서구 석남동,서인천월드메르디앙,59.9153,14,33200
인천광역시 서구 석남동,석남2,47.55,1,17000
인천광역시 서구 석남동,석남동경남아너스빌,84.88,1,29000
인천광역시 서구 석남동,신동아,59.98,10,19800
인천광역시 서구 석남동,에메랄드,84.93,14,19200
인천광역시 서구 석남동,우림필유,84.924,5,31500
인천광역시 서구 석남동,제니스14차,49.62,6,17200
인천광역시 서구 석남동,제니스16차,49.65,7,17650
인천광역시 서구 석남동,태화,62.55,4,17000
인천광역시 서구 석남동,해마루,58.51,9,17300
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,59.999,7,42600
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,59.993,4,40000
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,170.348,8,65000
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,59.999,3,41900
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,156.29,25,67000
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,59.999,15,45000
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,84.928,11,52500
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,59.999,17,41500
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,103.723,12,57800
인천광역시 서구 신현동,루원e-편한세상하늘채아파트,59.993,4,40000
인천광역시 서구 신현동,루원시티 대성베르힐,99.4743,16,65500
인천광역시 서구 신현동,루원시티 대성베르힐,84.9778,20,59000
인천광역시 서구 신현동,루원시티센트럴타운,84.66,13,52800
인천광역시 서구 신현동,루원시티센트럴타운,84.66,13,52800
인천광역시 서구 신현동,루원시티센트럴타운,74.98,14,50000
인천광역시 서구 신현동,루원시티센트럴타운,84.66,16,53000
인천광역시 서구 신현동,효성,70.82,11,20500
인천광역시 서구 신현동,효성,70.82,7,20000
인천광역시 서구 심곡동,광명,84.78,4,30000
인천광역시 서구 심곡동,광명,84.78,9,30000
인천광역시 서구 심곡동,극동늘푸른,59.795,5,24400
인천광역시 서구 심곡동,극동늘푸른,59.795,18,24300
인천광역시 서구 심곡동,극동늘푸른,84.86,12,32400
인천광역시 서구 심곡동,극동늘푸른,59.795,24,22000
인천광역시 서구 심곡동,극동늘푸른,84.86,13,33000
인천광역시 서구 심곡동,극동늘푸른,59.795,12,24600
인천광역시 서구 심곡동,대동,59.91,8,19300
인천광역시 서구 심곡동,대동,84.96,12,31800
인천광역시 서구 심곡동,대동,84.96,19,32800
인천광역시 서구 심곡동,동남,59.73,14,14000
인천광역시 서구 심곡동,삼성,84.886,9,27000
인천광역시 서구 심곡동,삼성,84.886,14,32500
인천광역시 서구 심곡동,신원아파트101동,113.34,4,24000
인천광역시 서구 연희동,우성,59.929,4,22800
인천광역시 서구 연희동,중앙,24.7925,4,8250
인천광역시 서구 연희동,중앙,24.7925,5,8850
인천광역시 서구 연희동,태영,59.24,16,17500
인천광역시 서구 연희동,태영,59.24,14,17200
인천광역시 서구 오류동,검단힐스테이트3차1단지,136.1121,3,42000
인천광역시 서구 오류동,검단힐스테이트3차2단지,105.472,18,37900
인천광역시 서구 오류동,오류풍림아이원,84.6,4,26000
인천광역시 서구 왕길동,검단자이1단지,84.341,15,39000
인천광역시 서구 왕길동,검단풍림아이원,84.935,15,24900
인천광역시 서구 왕길동,대림e-편한세상(검단2지구66BL1L),84.91,3,34700
인천광역시 서구 왕길동,동남디아망,84.9651,14,27200
인천광역시 서구 왕길동,동남디아망,84.9651,11,27500
인천광역시 서구 왕길동,드림파크어울림1단지,84.9025,3,31000
인천광역시 서구 왕길동,드림파크어울림1단지,101.9975,11,34950
인천광역시 서구 왕길동,드림파크어울림1단지,84.9025,14,33000
인천광역시 서구 왕길동,드림파크어울림1단지,84.9025,14,33000
인천광역시 서구 왕길동,드림파크어울림1단지,84.9438,15,32200
인천광역시 서구 왕길동,드림파크어울림1단지,84.9438,7,31000
인천광역시 서구 왕길동,드림파크어울림2단지,84.9314,3,31800
인천광역시 서구 왕길동,원흥,69.87,1,18000
인천광역시 서구 왕길동,원흥,59.79,3,14800
인천광역시 서구 왕길동,원흥,59.79,6,16000
인천광역시 서구 왕길동,원흥,59.79,1,14000
인천광역시 서구 왕길동,유승,59.75,5,17500
인천광역시 서구 왕길동,유승,84.96,10,23000
인천광역시 서구 왕길동,유승,59.75,12,18950
인천광역시 서구 원당동,검단 금호어울림 센트럴,74.84,28,60500
인천광역시 서구 원당동,검단 금호어울림 센트럴,84.52,13,71000
인천광역시 서구 원당동,검단 금호어울림 센트럴,74.84,10,59200
인천광역시 서구 원당동,검단 금호어울림 센트럴,74.94,11,61500
인천광역시 서구 원당동,검단 금호어울림 센트럴,84.52,23,71000
인천광역시 서구 원당동,검단 금호어울림 센트럴,74.84,3,59000
인천광역시 서구 원당동,검단신도시예미지트리플에듀,84.9227,24,46000
인천광역시 서구 원당동,검단신도시파라곤보타닉파크,84.9947,6,45000
인천광역시 서구 원당동,검단신도시푸르지오더베뉴,84.98,3,67500
인천광역시 서구 원당동,검단신도시푸르지오더베뉴,84.93,1,60000
인천광역시 서구 원당동,검단신도시푸르지오더베뉴,75.84,6,63500
인천광역시 서구 원당동,검단신도시푸르지오더베뉴,75.84,5,44000
인천광역시 서구 원당동,검단신도시푸르지오더베뉴,84.93,25,68500
인천광역시 서구 원당동,대림e편한세상(원당지구78BL1L),59.977,11,26900
인천광역시 서구 원당동,우미린더시그니처,74.3179,12,66000
인천광역시 서구 원당동,우미린더시그니처,84.9732,28,70000
인천광역시 서구 원당동,우미린더시그니처,74.0973,5,62000
인천광역시 서구 원당동,원당LG자이(원당지구69BL1L),84.9511,1,33500
인천광역시 서구 원당동,원당LG자이(원당지구69BL1L),84.9511,1,33500
인천광역시 서구 원당동,원당LG자이(원당지구69BL1L),84.9511,1,33500
인천광역시 서구 원당동,원당LG자이(원당지구69BL1L),59.949,16,27000
인천광역시 서구 원당동,원당LG자이(원당지구69BL1L),84.9511,7,33500
인천광역시 서구 원당동,호반써밋1차,84.8981,10,65800
인천광역시 서구 청라동,NPART,117.9506,13,70000
인천광역시 서구 청라동,대우푸르지오,114.104,45,103000
인천광역시 서구 청라동,대우푸르지오,94.919,27,81200
인천광역시 서구 청라동,청라 엑슬루타워,110.22,15,61200
인천광역시 서구 청라동,청라 엑슬루타워,132.68,4,65000
인천광역시 서구 청라동,청라29블럭호반베르디움,84.9382,10,60000
인천광역시 서구 청라동,청라29블럭호반베르디움,84.9289,28,65000
인천광역시 서구 청라동,청라29블럭호반베르디움,84.9934,16,60000
인천광역시 서구 청라동,청라29블럭호반베르디움,84.9382,4,60000
인천광역시 서구 청라동,청라29블럭호반베르디움,84.9482,20,63900
