지역,아파트,면적,층,가격
경기도 양주시 삼숭동,양주자이1단지,74.8844,1,17800
경기도 양주시 삼숭동,양주자이2단지,84.9218,11,22500
경기도 양주시 삼숭동,양주자이2단지,84.9218,10,22000
경기도 양주시 삼숭동,양주자이2단지,84.9218,13,25000
경기도 양주시 삼숭동,양주자이3단지,84.9218,2,21500
경기도 양주시 삼숭동,양주자이3단지,84.9218,15,23000
경기도 양주시 삼숭동,양주자이3단지,84.9218,10,21000
경기도 양주시 삼숭동,양주자이3단지,84.9218,11,22700
경기도 양주시 삼숭동,양주자이3단지,84.9218,14,23700
경기도 양주시 삼숭동,양주자이4단지,84.9218,6,21800
경기도 양주시 삼숭동,양주자이4단지,59.8903,15,19000
경기도 양주시 삼숭동,양주자이4단지,59.8903,10,18900
경기도 양주시 삼숭동,양주자이4단지,59.8903,1,17500
경기도 양주시 삼숭동,양주자이4단지,74.8844,13,20000
경기도 양주시 삼숭동,양주자이5단지,59.8903,3,16400
경기도 양주시 삼숭동,양주자이5단지,84.9218,10,23000
경기도 양주시 삼숭동,양주자이5단지,84.9218,5,21700
경기도 양주시 삼숭동,양주자이5단지,123.0401,8,30900
경기도 양주시 삼숭동,옥정역로제비앙메트로파크1단지,84.9065,6,40000
경기도 양주시 삼숭동,옥정역로제비앙메트로파크1단지,84.9065,15,41000
경기도 양주시 삼숭동,옥정역로제비앙메트로파크2단지,84.6221,18,37000
경기도 양주시 옥정동,e편한세상 옥정어반센트럴,84.6278,5,45000
경기도 양주시 옥정동,e편한세상 옥정어반센트럴,84.7606,14,47000
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.9804,10,42000
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.9804,22,44900
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.8967,23,44800
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.9804,13,42700
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.9804,7,42300
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.8967,10,41000
경기도 양주시 옥정동,e편한세상옥정더퍼스트,84.8967,10,41850
경기도 양주시 옥정동,e편한세상옥정메트로포레,74.9891,11,40000
경기도 양주시 옥정동,e편한세상옥정메트로포레,74.9891,1,39500
경기도 양주시 옥정동,e편한세상옥정메트로포레,74.9891,22,41400
경기도 양주시 옥정동,e편한세상옥정메트로포레,74.9891,11,40000
경기도 양주시 옥정동,e편한세상옥정메트로포레,74.9891,9,39000
경기도 양주시 옥정동,e편한세상옥정메트로포레,84.9408,21,44800
경기도 양주시 옥정동,e편한세상옥정메트로포레,84.9408,9,43800
경기도 양주시 옥정동,e편한세상옥정에듀써밋,74.9799,23,45000
경기도 양주시 옥정동,대성베르힐옥정더센트로,84.5193,7,41500
경기도 양주시 옥정동,대성베르힐옥정더센트로,104.5001,5,53500
경기도 양주시 옥정동,리젠시빌란트,56.2867,16,25000
경기도 양주시 옥정동,리젠시빌란트,56.2867,14,25000
경기도 양주시 옥정동,리젠시빌란트,56.2867,4,24800
경기도 양주시 옥정동,세창리베하우스,84.9862,11,19800
경기도 양주시 옥정동,세창리베하우스,84.9862,7,22000
경기도 양주시 옥정동,세창리베하우스,84.9862,5,20500
경기도 양주시 옥정동,세창리베하우스,84.9862,8,19700
경기도 양주시 옥정동,양주옥정더원파크빌리지,84.996,3,37500
경기도 양주시 옥정동,양주옥정더원파크빌리지,84.996,8,37000
경기도 양주시 옥정동,양주옥정신도시대방노블랜드더시그니처,84.998,8,52000
경기도 양주시 옥정동,양주옥정신도시대방노블랜드더시그니처,84.9691,25,54900
경기도 양주시 옥정동,양주옥정신도시대방노블랜드더시그니처,84.9691,14,53000
경기도 양주시 옥정동,양주옥정신도시대방노블랜드더시그니처,73.4879,27,46500
경기도 양주시 옥정동,양주옥정신도시디에트르프레스티지,106.3593,4,50000
경기도 양주시 옥정동,양주옥정신도시제일풍경채레이크시티1단지,84.903,19,39500
경기도 양주시 옥정동,양주옥정신도시제일풍경채레이크시티2단지,74.6691,10,44000
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9994,13,40000
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9903,20,42800
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9994,13,39500
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9994,27,38000
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9994,10,37000
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9994,10,40000
경기도 양주시 옥정동,양주옥정유림노르웨이숲,84.9903,31,45000
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.9923,23,35000
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.9846,24,35000
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.9923,12,30000
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.978,4,33000
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.9923,23,35000
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.978,3,32750
경기도 양주시 옥정동,옥정센트럴파크푸르지오,58.978,24,32500
경기도 양주시 옥정동,율정마을13단지,74.98,26,27500
경기도 양주시 옥정동,율정마을13단지,84.95,4,20000
경기도 양주시 옥정동,율정마을13단지,84.99,6,29900
경기도 양주시 장흥면 부곡리,우남송추마을,84.9756,3,27000
경기도 양주시 장흥면 일영리,푸른옥,84.94,15,24500
경기도 양주시 장흥면 일영리,푸른옥,128.35,6,32800
경기도 양주시 장흥면 일영리,푸른옥,128.35,14,33200
경기도 양주시 회정동,e편한세상덕정역더스카이,75.0516,4,31000
경기도 양주시 회정동,e편한세상덕정역더스카이,59.8997,4,27000
경기도 양평군 양동면 쌍학리,양동하이츠빌라,63.18,4,7300
경기도 양평군 양서면 양수리,W-Castle,84.9504,4,40800
경기도 양평군 양서면 양수리,양수아이파크(2단지),121.86,12,72500
경기도 양평군 양평읍 공흥리,행복마을(공흥주공),36.35,6,15500
경기도 양평군 양평읍 공흥리,행복마을(공흥주공),36.35,6,15500
경기도 양평군 양평읍 공흥리,행복마을(공흥주공),46.2,8,21500
경기도 양평군 양평읍 백안리,블루밍1단지,101.8463,10,30000
경기도 양평군 양평읍 백안리,블루밍1단지,198.8595,14,58500
경기도 양평군 양평읍 양근리,양평현대,59.7,14,23000
경기도 양평군 양평읍 양근리,에스케이뷰아파트,84.92,6,31000
경기도 양평군 양평읍 창대리,한화포레나양평,59.7829,14,33000
경기도 여주시 가남읍 신해리,동남,59.77,5,11700
경기도 여주시 가남읍 신해리,동남,59.77,10,12200
경기도 여주시 가남읍 신해리,현진에버빌-1,28.03,13,5600
경기도 여주시 가남읍 신해리,현진에버빌-1,39.59,7,8150
경기도 여주시 가남읍 신해리,현진에버빌-2,70.845,6,15300
경기도 여주시 가남읍 신해리,현진에버빌-2,84.822,13,24800
경기도 여주시 가남읍 신해리,현진에버빌-2,70.845,3,17000
경기도 여주시 가남읍 심석리,세광리치타운(101동-108동),58.74,6,7000
경기도 여주시 가남읍 심석리,세광리치타운(101동-108동),58.74,11,8300
경기도 여주시 가남읍 태평리,굿모닝타워,56.3909,13,9900
경기도 여주시 교동,강남,84.97,9,19300
경기도 여주시 교동,삼성명가타운,84.911,3,23500
경기도 여주시 교동,여주역금호어울림베르티스,84.9329,7,45000
경기도 여주시 교동,여주역금호어울림베르티스,84.9329,10,38000
경기도 여주시 교동,여주역푸르지오클라테르,84.9539,5,45000
경기도 여주시 교동,여주역푸르지오클라테르,84.9539,17,45700
경기도 여주시 교동,예일세띠앙,84.966,4,27000
경기도 여주시 교동,예일세띠앙,84.966,12,30000
경기도 여주시 교동,예일세띠앙,84.966,10,29000
경기도 여주시 교동,예일세띠앙,84.966,6,29000
경기도 여주시 교동,예일세띠앙,84.966,9,30000
경기도 여주시 교동,예일세띠앙,84.966,6,29200
경기도 여주시 교동,호반리젠시빌,84.8742,9,21000
경기도 여주시 교동,호반리젠시빌,71.1562,2,16300
경기도 여주시 연양동,영진리버빌,84.9856,5,16900
경기도 여주시 연양동,영진리버빌,84.9856,1,16000
경기도 여주시 연양동,영진리버빌,84.6793,12,18700
경기도 여주시 연양동,영진리버빌,84.6793,9,19000
경기도 여주시 오학동,성일우리미,133.14,12,31000
경기도 여주시 오학동,신도브래뉴리버뷰,126.485,11,35000
경기도 여주시 오학동,여주오드카운티,74.9743,11,22900
경기도 여주시 오학동,여주오드카운티,74.8895,4,22300
경기도 여주시 오학동,여주오드카운티,74.8895,2,21500
경기도 여주시 오학동,현진에버빌,39.945,5,7700
경기도 여주시 월송동,두풍리치빌,84.7637,8,18500
경기도 여주시 월송동,두풍리치빌,84.7637,5,18700
경기도 여주시 월송동,보광그랑베르,84.903,2,22000
경기도 여주시 월송동,보광그랑베르,61.991,9,14000
경기도 여주시 월송동,보광그랑베르,84.903,12,20200
경기도 여주시 월송동,보광그랑베르,61.991,11,14500
경기도 여주시 월송동,한성,59.995,6,12100
경기도 여주시 점봉동,부영사랑으로,48.906,9,12400
경기도 여주시 점봉동,부영사랑으로,38.651,15,9600
경기도 여주시 점봉동,부영사랑으로,38.651,5,8600
경기도 여주시 점봉동,인창,84.24,6,9800
경기도 여주시 천송동,여주KCC스위첸,84.9386,10,46000
경기도 여주시 천송동,중앙하이빌,59.7847,15,15000
경기도 여주시 하동,현대,84.96,13,21000
경기도 여주시 하동,현대,84.96,8,20700
경기도 여주시 현암동,벽산,37.52,13,7000
경기도 여주시 현암동,삼진,57.15,2,7400
경기도 여주시 현암동,여주아이파크,84.9884,10,38000
경기도 여주시 홍문동,홍문현대,59.72,19,15900
경기도 여주시 홍문동,홍문현대,59.72,8,16000
경기도 여주시 홍문동,홍문현대,84.77,9,20000
경기도 여주시 홍문동,홍문현대,84.77,9,20000
경기도 연천군 전곡읍 은대리,가람채아파트,58.66,5,10000
경기도 연천군 전곡읍 은대리,연천전곡코아루더클래스,84.9748,13,25500
경기도 연천군 전곡읍 전곡리,강민,34.98,3,4700
경기도 연천군 전곡읍 전곡리,명정,59.99,7,9800
경기도 연천군 전곡읍 전곡리,명정,84.91,3,14500
경기도 연천군 전곡읍 전곡리,샤인,59.25,6,10000
경기도 연천군 전곡읍 전곡리,석미모닝파크,74.87,7,23000
경기도 연천군 전곡읍 전곡리,석미모닝파크,74.87,12,23000
경기도 연천군 전곡읍 전곡리,영풍,53.14,2,5900
경기도 연천군 전곡읍 전곡리,조흥,77.94,6,6000
경기도 오산시 가수동,가수동늘푸른오스카빌,84.9849,2,30500
경기도 오산시 가수동,가수동늘푸른오스카빌,84.9849,4,27000
경기도 오산시 가수동,가수동늘푸른오스카빌,84.9849,8,27700
경기도 오산시 가수동,가수동늘푸른오스카빌,84.9849,2,25000
경기도 오산시 가수동,가수주공,46.98,1,18000
경기도 오산시 가수동,가수주공,46.98,1,17800
경기도 오산시 가수동,가수주공,39.66,4,16000
경기도 오산시 갈곶동,대주피오레,84.9888,13,34500
경기도 오산시 갈곶동,대주피오레,123.3203,9,38000
경기도 오산시 갈곶동,동부,84.995,10,27800
경기도 오산시 갈곶동,오산KCC스위첸,84.9687,9,32800
경기도 오산시 갈곶동,오산KCC스위첸,84.9821,9,32800
경기도 오산시 갈곶동,우림,39.84,18,13400
경기도 오산시 갈곶동,우방,84.99,16,24000
경기도 오산시 갈곶동,우방,84.98,11,26000
경기도 오산시 갈곶동,우방,71.35,6,23000
경기도 오산시 갈곶동,원영,80,5,17000
경기도 오산시 갈곶동,한솔솔파크,84.96,2,32000
경기도 오산시 갈곶동,한솔솔파크,84.96,3,32000
경기도 오산시 갈곶동,화남,59.9,4,18000
경기도 오산시 고현동,고현아이파크,84.9707,1,32500
경기도 오산시 궐동,세교우남퍼스트빌,84.9834,8,31000
경기도 오산시 궐동,제일하이빌,84.8821,4,29000
경기도 오산시 궐동,호반써밋라포레,84.9135,10,44500
경기도 오산시 궐동,호반써밋라포레,104.564,12,54000
경기도 오산시 금암동,세교 서희스타힐스,84.94,16,38600
경기도 오산시 금암동,세교 서희스타힐스,84.85,14,36500
경기도 오산시 금암동,세교 센트럴파크,84.82,8,36700
경기도 오산시 금암동,세교 센트럴파크,84.82,3,35100
경기도 오산시 금암동,세교 센트럴파크,84.82,8,37000
경기도 오산시 금암동,죽미마을휴튼9단지,84.72,10,39500
경기도 오산시 금암동,죽미마을휴튼9단지,84.87,16,40600
경기도 오산시 내삼미동,오산대역세교자이,75.0316,4,47500
경기도 오산시 내삼미동,오산대역세교자이,83.0073,10,54800
경기도 오산시 내삼미동,오산대역세교자이,83.0073,16,56000
경기도 오산시 내삼미동,오산대역세교자이,83.0073,12,54400
경기도 오산시 내삼미동,오산대역호반써밋,84.9882,8,50000
경기도 오산시 내삼미동,오산대역호반써밋,84.9882,12,51500
경기도 오산시 내삼미동,오산대역호반써밋,84.9882,12,52250
경기도 오산시 내삼미동,오산대역호반써밋,84.9882,1,48000
경기도 오산시 누읍동,이림,37.47,13,11300
경기도 오산시 누읍동,이림,37.47,10,10800
경기도 오산시 누읍동,이림,37.47,9,10500
경기도 오산시 누읍동,이림,37.47,20,11000
경기도 오산시 부산동,오산센트럴푸르지오,84.9823,13,46000
경기도 오산시 부산동,오산시티자이1차1단지,59.9189,7,35000
경기도 오산시 부산동,오산시티자이1차1단지,59.9189,7,35000
경기도 오산시 부산동,오산시티자이1차1단지,101.5734,6,52000
경기도 오산시 부산동,오산시티자이1차1단지,84.9129,15,46500
경기도 오산시 부산동,오산시티자이1차1단지,59.9442,1,36000
경기도 오산시 부산동,오산시티자이1차2단지,59.9442,13,36500
경기도 오산시 부산동,오산시티자이1차2단지,59.9648,16,35900
경기도 오산시 부산동,오산시티자이1차2단지,59.9189,24,35800
경기도 오산시 부산동,오산시티자이2차,84.8586,26,50000
경기도 오산시 부산동,주공1,59.99,15,23500
경기도 오산시 부산동,주공1,59.8,12,24000
경기도 오산시 부산동,주공1,59.99,11,24500
경기도 오산시 부산동,주공1,49.76,4,19700
경기도 오산시 부산동,주공1,59.99,9,24000
경기도 오산시 부산동,주공1,59.99,18,23500
경기도 오산시 부산동,주공1,59.99,10,23300
경기도 오산시 부산동,주공1,59.99,6,23500
경기도 오산시 부산동,주공3,59.39,16,25000
경기도 오산시 부산동,주공3,49.57,17,23000
경기도 오산시 부산동,주공3,49.57,7,23000
경기도 오산시 부산동,주공3,49.57,4,23000
경기도 오산시 서동,신동아(파밀리에),59.85,9,15000
경기도 오산시 서동,신동아(파밀리에),45.9,5,12000
경기도 오산시 서동,신동아(파밀리에),59.85,5,15000
경기도 오산시 서동,신동아(파밀리에)2,84.78,10,26800
경기도 오산시 세교동,세마역 트루엘 더퍼스트,84.61,4,43000
경기도 오산시 세교동,세마역 트루엘 더퍼스트,84.79,16,45000
경기도 오산시 세교동,세마역 트루엘 더퍼스트,84.72,18,47000
경기도 오산시 세교동,세마역에듀파크,59.92,1,29000
경기도 오산시 세교동,세마역에듀파크,59.98,13,35000
경기도 오산시 세교동,세마역에듀파크,59.98,16,34500
경기도 오산시 세교동,세마역에듀파크,59.92,8,34500
경기도 오산시 세교동,세마역에듀파크,59.92,4,34000
경기도 오산시 수청동,대우,33.6,14,16500
경기도 오산시 수청동,대우,33.6,15,16000
경기도 오산시 수청동,대우,33.6,10,16700
경기도 오산시 수청동,대우,76.638,1,31000
경기도 오산시 수청동,오산대역 엘크루 ,84.97,15,45500
경기도 오산시 수청동,오산대역 엘크루 ,74.92,12,42500
경기도 오산시 수청동,오산대역 우미린,59.6708,7,28300
경기도 오산시 수청동,오산대역 우미린,84.8423,5,31500
경기도 오산시 수청동,오산대역 우미린,59.9789,16,30500
경기도 오산시 수청동,오산대역꿈에그린,101.85,4,45500
경기도 오산시 양산동,늘푸른오스카빌,84.9894,3,23500
경기도 오산시 양산동,오산세마e편한세상,84.845,8,38500
경기도 오산시 양산동,오산세마e편한세상,121.696,13,50000
경기도 오산시 양산동,오산세마e편한세상,78.158,12,36800
경기도 오산시 양산동,오산세마e편한세상,142.373,18,52000
경기도 오산시 오산동,대동다숲,86.9708,12,25000
경기도 오산시 오산동,주공2단지,84.34,13,32500
경기도 오산시 오산동,주공2단지,84.34,11,32600
경기도 오산시 오산동,현대,84.8484,18,38000
경기도 오산시 오산동,현대,99.9564,13,38700
경기도 오산시 오산동,현대,99.9564,14,43000
경기도 오산시 오산동,현대,99.9564,13,40000
경기도 오산시 외삼미동,서동탄역더샵파크시티,74.6784,24,51500
경기도 오산시 외삼미동,서동탄역더샵파크시티,61.9983,17,47700
경기도 오산시 외삼미동,서동탄역더샵파크시티,61.9983,24,48000
경기도 오산시 외삼미동,서동탄역더샵파크시티,74.6784,13,51700
경기도 오산시 외삼미동,서동탄역더샵파크시티,84.9772,11,54500
경기도 오산시 외삼미동,서동탄역더샵파크시티,74.6784,13,52000
경기도 오산시 원동,대원레스피아,59.553,6,19500
경기도 오산시 원동,대원레스피아,59.553,7,19700
경기도 오산시 원동,대원레스피아,59.867,13,16900
경기도 오산시 원동,동부,59.931,1,17600
경기도 오산시 원동,동부,59.931,1,17000
경기도 오산시 원동,미소지움아파트,59.9289,10,30000
경기도 오산시 원동,삼환,59.88,7,21900
경기도 오산시 원동,삼환,59.88,13,20500
경기도 오산시 원동,삼환,59.88,2,16900
경기도 오산시 원동,삼환,59.88,2,16900
경기도 오산시 원동,신양,59.91,16,20500
경기도 오산시 원동,오산역e-편한세상1단지,84.8245,3,40500
경기도 오산시 원동,오산역e-편한세상1단지,84.8245,14,41000
경기도 오산시 원동,오산역e-편한세상1단지,84.9703,25,41000
경기도 오산시 원동,오산역영무파라드,56.3731,9,30500
경기도 오산시 원동,오산역영무파라드,56.3731,12,30700
경기도 오산시 원동,오산원동한양수자인아파트,74.95,21,35800
경기도 오산시 원동,오산원동한양수자인아파트,74.99,13,34000
경기도 오산시 원동,오산원동한양수자인아파트,74.95,24,35000
경기도 오산시 원동,오산원동한양수자인아파트,74.99,18,35800
경기도 오산시 원동,오산원동한양수자인아파트,84.96,10,45000
경기도 오산시 원동,운암주공5단지,59.99,11,24000
경기도 오산시 원동,운암주공5단지,59.99,15,24250
경기도 오산시 원동,운암주공5단지,59.99,3,25500
경기도 오산시 원동,운암주공5단지,59.99,19,24500
경기도 오산시 원동,원동동아,74.25,10,23000
경기도 오산시 원동,원동두산,84.73,1,24900
경기도 오산시 원동,원동주공,39.27,4,14000
경기도 오산시 원동,원동주공,46.98,5,17000
경기도 오산시 원동,태영,59.965,1,17300
경기도 오산시 원동,한주,84.87,1,20000
경기도 오산시 원동,한주,84.87,12,20000
경기도 오산시 은계동,리버빌,84.11,1,20300
경기도 오산시 지곶동,e편한세상오산세교,84.9805,10,36400
경기도 오산시 지곶동,e편한세상오산세교,59.9841,11,30500
경기도 오산시 지곶동,e편한세상오산세교,59.9841,24,31500
경기도 오산시 지곶동,e편한세상오산세교,84.9805,10,36500
경기도 오산시 지곶동,e편한세상오산세교,84.9828,22,38800
경기도 오산시 지곶동,e편한세상오산세교,84.9828,17,38000
경기도 오산시 지곶동,e편한세상오산세교,59.9841,14,30800
경기도 오산시 청호동,오산자이,84.0525,9,29800
경기도 오산시 청호동,오산자이,84.0525,2,30500
경기도 오산시 청호동,오산자이,123.4214,7,39500
경기도 오산시 청호동,오산자이,100.1746,8,36500
경기도 오산시 청호동,오산자이,84.0525,14,32000
경기도 오산시 청호동,오산청호엘리시아,115.4982,15,40500
경기도 용인기흥구 고매동,매화마을우남퍼스트빌,84.2119,5,29000
경기도 용인기흥구 고매동,매화마을우남퍼스트빌,84.2119,9,32000
경기도 용인기흥구 고매동,세원,59.5,1,21300
경기도 용인기흥구 고매동,우림홀인원,84.809,13,34000
경기도 용인기흥구 공세동,대주피오레1단지,150.2849,15,56810
경기도 용인기흥구 공세동,대주피오레1단지,128.7851,21,59500
경기도 용인기흥구 공세동,대주피오레2단지,180.9399,21,70000
경기도 용인기흥구 공세동,대주피오레2단지,150.2849,1,52000
경기도 용인기흥구 공세동,대주피오레2단지,148.6289,1,51000
경기도 용인기흥구 공세동,대주피오레2단지,150.2849,15,54000
경기도 용인기흥구 공세동,대주피오레2단지,120.82,6,52000
경기도 용인기흥구 공세동,불곡마을(벽산블루밍),71.03,13,27000
경기도 용인기흥구 공세동,불곡마을(벽산블루밍),71.03,14,28000
경기도 용인기흥구 공세동,한보라마을9단지경남아너스빌,59.95,3,32300
경기도 용인기흥구 공세동,한보라마을9단지경남아너스빌,59.84,3,32000
경기도 용인기흥구 공세동,한보라마을9단지경남아너스빌,59.95,1,31800
경기도 용인기흥구 공세동,한보라마을9단지경남아너스빌,51.99,2,27500
경기도 용인기흥구 공세동,한보라마을9단지경남아너스빌,59.84,5,33000
경기도 용인기흥구 공세동,호수청구,70.33,4,22700
경기도 용인기흥구 구갈동,강남마을자연앤(4단지),118.227,10,57000
경기도 용인기흥구 구갈동,강남마을주공,59.06,3,34500
경기도 용인기흥구 구갈동,기흥역 롯데캐슬 레이시티,84.12,6,76000
경기도 용인기흥구 구갈동,기흥역더샵,72.9788,39,77000
경기도 용인기흥구 구갈동,기흥역센트럴푸르지오,84.9079,8,79500
경기도 용인기흥구 구갈동,기흥역지웰푸르지오,84.97,31,82000
경기도 용인기흥구 구갈동,풍림고층,59.94,2,28980
경기도 용인기흥구 동백동,동문굿모닝힐,84.935,9,48000
경기도 용인기흥구 동백동,동문굿모닝힐,84.935,12,52000
경기도 용인기흥구 동백동,동원마을동원로얄듀크,120.4046,19,59800
경기도 용인기흥구 동백동,모아미래도1단지아파트,59.735,7,36500
경기도 용인기흥구 동백동,모아미래도1단지아파트,59.735,15,37400
경기도 용인기흥구 동백동,모아미래도1단지아파트,59.735,7,38500
경기도 용인기흥구 동백동,모아미래도1단지아파트,59.735,16,39000
경기도 용인기흥구 동백동,모아미래도2단지아파트,59.735,13,37000
경기도 용인기흥구 동백동,백현마을경남아너스빌,84.98,15,40300
경기도 용인기흥구 동백동,백현마을서해그랑블,84.57,5,43000
경기도 용인기흥구 동백동,백현마을한라비발디(1차),84.989,19,48000
경기도 용인기흥구 동백동,용인동백두산위브더제니스,69.5624,11,59000
경기도 용인기흥구 동백동,용인동백두산위브더제니스,78.1159,5,57000
경기도 용인기흥구 동백동,용인동백두산위브더제니스,84.8682,4,61000
경기도 용인기흥구 동백동,용인동백두산위브더제니스,84.8682,22,64000
경기도 용인기흥구 동백동,호수마을계룡리슈빌,84.7683,3,44500
경기도 용인기흥구 동백동,호수마을서해그랑블,84.873,10,46500
경기도 용인기흥구 동백동,호수마을어울림,84.8,9,43500
경기도 용인기흥구 동백동,호수마을어울림,84.8,8,43000
경기도 용인기흥구 동백동,호수마을자연앤데시앙,84.9791,15,46000
경기도 용인기흥구 동백동,호수마을자연앤데시앙,84.976,7,46500
경기도 용인기흥구 마북동,교동마을신창무궁화타운,84.97,3,38000
경기도 용인기흥구 마북동,교동마을쌍용,133.7316,14,50000
경기도 용인기흥구 마북동,교동마을현대필그린,134.5475,10,52500
경기도 용인기흥구 마북동,구성역효성해링턴플레이스,61.93,13,57700
경기도 용인기흥구 마북동,블루밍구성더센트럴,84.819,11,82000
경기도 용인기흥구 마북동,블루밍구성더센트럴,129.847,8,90000
경기도 용인기흥구 마북동,블루밍구성더센트럴,59.783,13,68000
경기도 용인기흥구 마북동,블루밍구성더센트럴,84.819,13,75101
경기도 용인기흥구 마북동,삼거마을삼성래미안1,118.484,14,104700
경기도 용인기흥구 마북동,용인구성지음재,57.991,9,37000
경기도 용인기흥구 보라동,보라마을현대모닝사이드,84.8107,12,44800
경기도 용인기흥구 보라동,보라마을현대모닝사이드,177.0893,19,62000
경기도 용인기흥구 보라동,보라마을현대모닝사이드,116.6164,5,53000
경기도 용인기흥구 보라동,보라마을현대모닝사이드,116.6164,15,49000
경기도 용인기흥구 보라동,보라마을현대모닝사이드,177.0893,19,62000
경기도 용인기흥구 보라동,신창미션힐,84.9715,13,39500
경기도 용인기흥구 보라동,신창미션힐,84.9715,18,36500
경기도 용인기흥구 보라동,쌍용스윗닷홈1,139.8988,3,45500
경기도 용인기흥구 보라동,쌍용스윗닷홈1,84.7388,17,36000
경기도 용인기흥구 보라동,쌍용스윗닷홈1,109.0784,18,43000
경기도 용인기흥구 보라동,쌍용스윗닷홈1,139.8988,6,53000
경기도 용인기흥구 보라동,쌍용스윗닷홈1,164.0634,15,68000
경기도 용인기흥구 보라동,쌍용스윗닷홈1,84.7388,9,36500
경기도 용인기흥구 보라동,용인보라효성해링턴플레이스,75.3835,5,54200
경기도 용인기흥구 보라동,용인보라효성해링턴플레이스,74.5728,3,53700
경기도 용인기흥구 보라동,한보라더힐,84.96,24,45000
경기도 용인기흥구 보라동,한보라더힐,84.96,7,43000
경기도 용인기흥구 보라동,현대모닝사이드,159.6113,14,48500
경기도 용인기흥구 보정동,신촌마을포스홈타운1단지,133.7209,4,100000
경기도 용인기흥구 보정동,죽전누리에뜰,84.98,7,52000
경기도 용인기흥구 보정동,죽현마을아이파크,84.7616,11,79500
경기도 용인기흥구 상갈동,금화마을5단지주공그린빌,59.4,4,34000
경기도 용인기흥구 상갈동,금화마을주공3단지,49.85,18,33000
경기도 용인기흥구 상갈동,금화마을주공3단지,49.85,6,31500
경기도 용인기흥구 상갈동,금화마을주공그린빌6차,39.7,3,23000
경기도 용인기흥구 상하동,갈천마을신일유토빌,101.0389,7,42800
경기도 용인기흥구 상하동,갈천마을신일유토빌,101.0389,12,49000
경기도 용인기흥구 상하동,강남마을한라비발디,84.99,10,40700
경기도 용인기흥구 상하동,강남마을한라비발디,123.25,5,46000
경기도 용인기흥구 상하동,강남마을한라비발디,84.99,7,40800
경기도 용인기흥구 상하동,강남마을한라비발디,84.99,13,39900
경기도 용인기흥구 상하동,강남마을한라비발디,84.99,22,44700
경기도 용인기흥구 상하동,대우,59.97,1,21750
경기도 용인기흥구 상하동,쌍용(3단지),84.895,1,30000
경기도 용인기흥구 상하동,쌍용(3단지),84.895,13,34000
경기도 용인기흥구 상하동,쌍용(3단지),115.412,16,37000
경기도 용인기흥구 상하동,쌍용스윗닷홈(2단지),84.87,16,26000
경기도 용인기흥구 상하동,용인상하진흥더루벤스1단지,152.4654,4,49900
경기도 용인기흥구 상하동,용인상하진흥더루벤스2단지,84.9849,9,41500
경기도 용인기흥구 상하동,용인상하진흥더루벤스2단지,84.9849,16,44000
경기도 용인기흥구 상하동,풍림,59.81,2,27700
경기도 용인기흥구 서천동,SK,84.464,9,47800
경기도 용인기흥구 서천동,SK,127.785,16,51300
경기도 용인기흥구 서천동,SK,84.464,1,45250
경기도 용인기흥구 서천동,SK,84.464,14,49000
경기도 용인기흥구 서천동,서천마을4단지쌍용예가,84.78,3,46800
경기도 용인기흥구 서천동,서천아이파크,140.9067,10,76000
경기도 용인기흥구 서천동,서천아이파크,122.3048,15,81000
경기도 용인기흥구 서천동,영통로효성해링턴플레이스1차,59.963,12,52500
경기도 용인기흥구 서천동,영통로효성해링턴플레이스1차,59.963,21,52000
경기도 용인기흥구 서천동,영통로효성해링턴플레이스1차,59.8828,15,54000
경기도 용인기흥구 서천동,영통로효성해링턴플레이스1차,59.963,16,53000
경기도 용인기흥구 서천동,영통로효성해링턴플레이스1차,59.963,22,50000
경기도 용인기흥구 서천동,현대홈타운,115.976,17,54000
경기도 용인기흥구 서천동,힐스테이트서천,84.9986,18,70700
경기도 용인기흥구 서천동,힐스테이트서천,84.9986,5,69300
경기도 용인기흥구 신갈동,갈현마을현대홈타운,59.959,7,46000
경기도 용인기흥구 신갈동,기흥더샵프라임뷰,116.384,9,93000
경기도 용인기흥구 신갈동,기흥역롯데캐슬스카이,84.796,20,56000
경기도 용인기흥구 신갈동,기흥역롯데캐슬스카이,84.891,16,59000
경기도 용인기흥구 신갈동,기흥파크뷰,84.98,24,57500
