시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202312,5,"16,400",17,1999,새터로 95,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202312,7,"15,600",16,1999,새터로 95,,20231207,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,60,202312,13,"18,000",6,1999,새터로 95,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202312,14,"17,500",11,1999,새터로 95,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,60,202312,15,"12,000",13,1999,새터로 95,,20231215,직거래,-
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202312,17,"15,700",3,1999,새터로 95,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202312,18,"15,500",14,1999,새터로 95,20231229, ,직거래,-
전라북도 전주완산구 서신동,961,961,0,동아한일,59.93,202312,19,"17,000",2,1999,새터로 95,,20231220,직거래,-
전라북도 전주완산구 서신동,762-1,762,1,비사벌,108.03,202312,8,"29,900",11,1995,당산로 34,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,962-1,962,1,서신2차광진산업장미,59.55,202312,15,"15,200",2,2001,새터로 60,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,962-1,962,1,서신2차광진산업장미,59.55,202312,16,"14,800",1,2001,새터로 60,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,962-1,962,1,서신2차광진산업장미,59.55,202312,18,"13,500",1,2001,새터로 60,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,960-5,960,5,서신2차동아,134.97,202312,6,"34,660",3,1998,새터로 63,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,572,572,0,서신e편한세상,134.91,202312,14,"52,300",13,2007,여울로 161,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,572,572,0,서신e편한세상,134.91,202312,23,"51,500",12,2007,여울로 161,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-1,761,1,서신동광진,59.98,202312,2,"12,700",15,1995,온고을로 121,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-1,761,1,서신동광진,59.98,202312,8,"13,500",4,1995,온고을로 121,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-1,761,1,서신동광진,59.98,202312,19,"12,800",7,1995,온고을로 121,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-1,761,1,서신동광진,59.98,202312,20,"14,300",10,1995,온고을로 121,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202312,11,"16,500",10,1995,온고을로 119,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202312,12,"17,900",9,1995,온고을로 119,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,763-1,763,1,서신동신일,59.98,202312,19,"13,000",9,1995,온고을로 119,,20231220,직거래,-
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,134.9,202312,4,"42,500",14,1996,당산로 101,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,99.983,202312,16,"29,700",9,1996,당산로 101,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,134.88,202312,17,"37,000",1,1996,서신로 90,, ,중개거래,전북 전주덕진구
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,134.9,202312,20,"43,600",7,1996,당산로 101,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,765-1,765,1,서신동아현대,99.983,202312,27,"30,000",4,1996,당산로 101,, ,중개거래,전북 전주덕진구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9881,202312,1,"50,800",11,2020,전주천서로 445,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9881,202312,2,"49,000",3,2020,전주천서로 445,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9901,202312,7,"53,800",10,2020,전주천서로 445,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9901,202312,14,"52,500",7,2020,전주천서로 445,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,34.9989,202312,15,"16,700",7,2020,전주천서로 445,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,34.9989,202312,18,"15,800",6,2020,전주천서로 445,,20231228,직거래,-
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,84.9901,202312,18,"51,000",9,2020,전주천서로 445,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,101.9946,202312,20,"69,500",6,2020,전주천서로 445,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,59.9961,202312,21,"36,000",3,2020,전주천서로 445,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,34.9989,202312,26,"16,000",10,2020,전주천서로 445,,20231227,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,1044,1044,0,서신아이파크이편한세상,59.9894,202312,30,"38,800",18,2020,전주천서로 445,, ,중개거래,"경기 화성시, 전북 전주완산구"
전라북도 전주완산구 서신동,960-1,960,1,서신엘지자이,144.36,202312,4,"40,500",9,1998,여울로 109,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,325-1,325,1,서신영창,67.33,202312,5,"7,640",4,1992,전룡5길 7,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,762-2,762,2,성원,59.97,202312,4,"14,350",9,1995,서신천변11길 22,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,761-2,761,2,쌍용서신,59.028,202312,9,"11,800",9,1996,당산로 11,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-2,761,2,쌍용서신,59.028,202312,19,"9,000",9,1996,당산로 11,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-2,761,2,쌍용서신,59.028,202312,21,"12,900",15,1996,당산로 11,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,761-2,761,2,쌍용서신,59.028,202312,29,"10,500",12,1996,당산로 11,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,02월 17일,17,2,"우신1,2,3동",51.84,202312,6,"8,800",4,1986,잿뜸1길 11,,20231211,중개거래,전북 전주덕진구
전라북도 전주완산구 서신동,02월 17일,17,2,"우신1,2,3동",51.84,202312,6,"8,800",4,1986,잿뜸1길 11,20231206, ,중개거래,전북 전주덕진구
전라북도 전주완산구 서신동,764-2,764,2,제일비사벌새터마을,84.78,202312,18,"21,500",1,1995,당산로 43,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 서신동,962-2,962,2,중흥S-클래스,59.955,202312,2,"16,000",8,1998,새터로 74,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,962-2,962,2,중흥S-클래스,59.955,202312,7,"15,300",14,1998,새터로 74,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서신동,962-2,962,2,중흥S-클래스,59.955,202312,11,"15,000",2,1998,새터로 74,,20231213,중개거래,전북 전주완산구
전라북도 전주완산구 서완산동2가,341-1,341,1,대풍한마을,59.989,202312,26,"11,250",4,2002,따박골7길 22,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서완산동2가,376,376,0,전주서완산골드클래스,84.997,202312,5,"40,500",15,2021,안행로 149,,20231222,중개거래,전북 전주완산구
전라북도 전주완산구 서완산동2가,376,376,0,전주서완산골드클래스,74.7243,202312,16,"30,500",8,2021,안행로 149,, ,중개거래,전북 전주완산구
전라북도 전주완산구 서완산동2가,376,376,0,전주서완산골드클래스,74.7243,202312,30,"34,000",13,2021,안행로 149,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,303,303,0,우성해오름,81.2168,202312,3,"19,000",4,2005,인봉남로 56,, ,중개거래,전북 전주덕진구
전라북도 전주완산구 중노송동,303,303,0,우성해오름,100.0362,202312,23,"24,000",10,2005,인봉남로 56,,20231226,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,84.9704,202312,12,"35,500",15,2018,견훤왕궁1길 10,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,84.9811,202312,23,"35,000",19,2018,견훤왕궁1길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"14,270",11,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"14,810",15,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"13,595",6,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"14,540",16,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,84.9704,202312,29,"35,000",4,2018,견훤왕궁1길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"14,675",14,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"14,270",17,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중노송동,797,797,0,한옥마을서해그랑블,39.6346,202312,29,"12,920",1,2018,견훤왕궁1길 10,, ,직거래,-
전라북도 전주완산구 중화산동1가,221-1,221,1,남양서원,59.94,202312,7,"9,100",1,1993,선너머4길 25,,20231215,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,250,250,0,동신2차,84.91,202312,28,"14,000",9,1995,선너머2길 2-7,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,236,236,0,엘림샤인빌,59.9185,202312,20,"10,000",1,2012,선너머3길 23,,20231220,직거래,-
전라북도 전주완산구 중화산동1가,221-2,221,2,중화산동네스띠앙,74.6472,202312,19,"15,000",5,2014,선너머3길 18-13,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,221-2,221,2,중화산동네스띠앙,76.6247,202312,21,"13,700",4,2014,선너머3길 18-13,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,331,331,0,중화산동현대,84.97,202312,7,"22,700",6,1998,안행로 176,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동1가,329,329,0,현대(A단지),84.97,202312,27,"21,500",8,1999,안행로 175,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,223-6,223,6,거성근영(2),59.85,202312,28,"12,000",11,1995,선너머로 36-9,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,37,37,0,거성화산,122.66,202312,12,"12,400",12,1992,따박골9길 33,,20231212,직거래,-
전라북도 전주완산구 중화산동2가,825,825,0,광진햇빛찬,140.026,202312,14,"42,500",12,2005,강변로 306,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,825,825,0,광진햇빛찬,140.026,202312,18,"42,000",2,2005,강변로 306,,20231222,직거래,-
전라북도 전주완산구 중화산동2가,232,232,0,새한그린파크,60,202312,20,"9,300",14,1994,영경1길 22,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,850,850,0,영무예다음,84.9542,202312,5,"34,000",6,2015,안행로 165-5,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,850,850,0,영무예다음,84.9542,202312,13,"34,400",19,2015,안행로 165-5,, ,중개거래,"전북 완주군, 전북 전주완산구"
전라북도 전주완산구 중화산동2가,256,256,0,우성근영타운,84.96,202312,2,"15,000",1,1996,영경1길 25,,20231208,직거래,-
전라북도 전주완산구 중화산동2가,256,256,0,우성근영타운,59.4,202312,22,"11,500",6,1996,영경1길 25,,20231226,직거래,-
전라북도 전주완산구 중화산동2가,256,256,0,우성근영타운,84.96,202312,26,"18,500",17,1996,영경1길 25,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,406-3,406,3,우성중산타운,83.2434,202312,13,"21,500",6,2003,신촌3길 1,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,406-3,406,3,우성중산타운,83.2434,202312,29,"19,500",5,2003,신촌3길 1,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,482-1,482,1,"전주한신코아1차,2차",130.13,202312,4,"21,800",15,1990,신촌2길 20,,20231211,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,482-1,482,1,"전주한신코아1차,2차",73.82,202312,4,"9,000",2,1990,신촌2길 20,,20231204,직거래,-
전라북도 전주완산구 중화산동2가,190,190,0,중화산동광진,84.99,202312,8,"17,300",4,1998,선너머로 16,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,190,190,0,중화산동광진,84.99,202312,20,"18,250",13,1998,선너머로 16,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,746-1,746,1,코오롱하늘채,84.863,202312,16,"39,000",11,2003,화산천변로 55,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,746-1,746,1,코오롱하늘채,123.815,202312,30,"54,000",5,2003,화산천변로 55,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,827,827,0,풍림아이원,130.211,202312,2,"44,500",9,2011,서원로 289,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,827,827,0,풍림아이원,130.211,202312,17,"45,000",12,2011,서원로 289,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,827,827,0,풍림아이원,113.387,202312,23,"41,900",11,2011,서원로 289,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,745-1,745,1,현대에코르,84.75,202312,16,"32,500",19,2003,화산천변로 50,, ,중개거래,전북 전주완산구
전라북도 전주완산구 중화산동2가,745-1,745,1,현대에코르,84.81,202312,23,"34,000",10,2003,화산천변로 50,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,245,245,0,성원로얄맨션,82.2,202312,4,"9,900",10,1989,공북1길 7,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,Jan-36,36,1,중앙상가,52.2,202312,28,"4,770",5,1987,태평3길 70,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,305,305,0,태평아이파크,84.794,202312,11,"56,000",17,2022,태진로 35,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,305,305,0,태평아이파크,59.7204,202312,16,"32,000",6,2022,태진로 35,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 태평동,305,305,0,태평아이파크,84.794,202312,21,"53,000",7,2022,태진로 35,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,305,305,0,태평아이파크,59.7204,202312,28,"32,000",11,2022,태진로 35,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 태평동,305,305,0,태평아이파크,59.7204,202312,30,"34,500",6,2022,태진로 35,, ,중개거래,전북 전주완산구
전라북도 전주완산구 태평동,305,305,0,태평아이파크,59.8476,202312,30,"33,800",21,2022,태진로 35,20240109, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,522,522,0,일성,72.55,202312,14,"13,200",3,1997,평화19길 20,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,522,522,0,일성,72.55,202312,22,"14,000",11,1997,평화19길 20,,20231226,직거래,-
전라북도 전주완산구 평화동1가,445-1,445,1,"전주평화근로복지,주공임대아파트(평화주공1단지,평화주공3단지)",38.64,202312,1,"5,000",11,1992,덕적골2길 10,,20231219,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-1,445,1,"전주평화근로복지,주공임대아파트(평화주공1단지,평화주공3단지)",44.94,202312,9,"6,300",4,1992,덕적골2길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-1,445,1,"전주평화근로복지,주공임대아파트(평화주공1단지,평화주공3단지)",38.64,202312,15,"4,925",7,1992,덕적골2길 10,,20231220,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,696,696,0,코오롱,84.84,202312,1,"17,800",17,1995,평화로 181,,20231219,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,696,696,0,코오롱,73.015,202312,2,"16,300",6,1995,평화로 181,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,696,696,0,코오롱,84.84,202312,4,"16,400",1,1995,평화로 181,,20231205,직거래,-
전라북도 전주완산구 평화동1가,696,696,0,코오롱,84.84,202312,7,"17,000",10,1995,평화로 181,,20231220,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,696,696,0,코오롱,73.015,202312,7,"16,000",5,1995,평화로 181,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,766,766,0,평화동오네뜨,68.9358,202312,7,"19,000",12,2013,덕적골1길 50,,20231208,직거래,-
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,12,"5,200",6,1991,덕적골2길 11,,20231212,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,13,"5,400",13,1991,덕적골2길 11,,20231213,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,15,"4,950",12,1991,덕적골2길 11,,20231218,직거래,-
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,18,"4,000",2,1991,덕적골2길 11,,20231219,직거래,-
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,19,"5,070",2,1991,덕적골2길 11,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,19,"5,200",9,1991,덕적골2길 11,,20231228,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",38.64,202312,20,"5,200",3,1991,덕적골2길 11,,20231220,중개거래,전북 전주완산구
전라북도 전주완산구 평화동1가,445-6,445,6,"평화주공1,2",44.94,202312,26,"5,950",3,1991,덕적골2길 11,,20231228,직거래,-
전라북도 전주완산구 평화동2가,897-1,897,1,그린타운(1),49.58,202312,19,"10,700",14,2002,구이로 2094,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,896-1,896,1,그린타운(2),59.92,202312,6,"17,200",20,2002,평화로 100,,20231218,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,896-1,896,1,그린타운(2),59.92,202312,13,"15,900",16,2002,평화로 100,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 평화동2가,896-1,896,1,그린타운(2),59.92,202312,16,"15,900",4,2002,평화로 100,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,896-1,896,1,그린타운(2),59.92,202312,19,"15,900",10,2002,평화로 100,, ,중개거래,"경기 용인기흥구, 전북 전주완산구"
전라북도 전주완산구 평화동2가,896-1,896,1,그린타운(2),59.92,202312,21,"16,200",8,2002,평화로 100,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,457-4,457,4,동도미소드림,84.977,202312,12,"22,700",12,2004,모악로 4651,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,457-4,457,4,동도미소드림,84.977,202312,13,"23,500",11,2004,모악로 4651,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,457-4,457,4,동도미소드림,123.818,202312,14,"38,000",19,2004,모악로 4651,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,457-4,457,4,동도미소드림,84.977,202312,20,"23,000",17,2004,모악로 4651,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,567,567,0,동신,59.58,202312,5,"13,700",11,1998,양지2길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,567,567,0,동신,75.6,202312,8,"16,100",3,1998,양지2길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,567,567,0,동신,59.58,202312,18,"11,800",7,1998,양지2길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,567,567,0,동신,59.58,202312,28,"13,000",11,1998,양지2길 10,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,712-1,712,1,두산푸른솔,84.48,202312,24,"14,700",7,2001,양지1길 16-3,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,259-5,259,5,삼성강남맨션,59.98,202312,1,"9,000",12,1993,모악로 4705,,20231211,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,259-5,259,5,삼성강남맨션,59.98,202312,13,"7,500",5,1993,모악로 4705,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,259-5,259,5,삼성강남맨션,59.98,202312,19,"8,500",10,1993,모악로 4705,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,943,943,0,송정써미트,84.6134,202312,9,"20,400",20,2005,평화7길 40,,20240104,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,943,943,0,송정써미트,84.6134,202312,19,"22,500",7,2005,평화7길 40,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,943,943,0,송정써미트,84.6134,202312,24,"20,500",6,2005,평화7길 40,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 평화동2가,943,943,0,송정써미트,84.6134,202312,29,"22,750",7,2005,평화7길 40,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,952,952,0,영무예다음,84.97,202312,2,"26,000",3,2012,구이로 2065,,20231228,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,952,952,0,영무예다음,83.661,202312,16,"24,600",2,2012,구이로 2065,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,952,952,0,영무예다음,83.661,202312,21,"26,800",7,2012,구이로 2065,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,312-6,312,6,우미,59.96,202312,4,"11,650",13,1996,모악로 4685,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,312-6,312,6,우미,60,202312,11,"11,400",3,1996,모악로 4685,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,312-6,312,6,우미,60,202312,19,"7,300",19,1996,모악로 4685,,20231221,직거래,-
전라북도 전주완산구 평화동2가,259-12,259,12,우성신성타운,83.2434,202312,18,"15,500",5,2003,맏내1길 5,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,292,292,0,전주평화주공5단지,58.14,202312,9,"10,000",6,1995,모악로 4724,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,292,292,0,전주평화주공5단지,58.14,202312,20,"8,500",8,1995,모악로 4724,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,713-1,713,1,케이제이모악,74.8,202312,4,"16,600",10,2001,양지3길 7,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,964,964,0,평화동2차골드클래스아파트,84.9288,202312,9,"41,000",7,2020,맏내로 37,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,606-1,606,1,평화동동신(606-1),75.6,202312,14,"17,000",8,1998,양지2길 52-7,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,953,953,0,평화동엠코타운,59.9755,202312,4,"20,000",2,2013,양지3길 25,,20231215,직거래,-
전라북도 전주완산구 평화동2가,953,953,0,평화동엠코타운,84.9893,202312,16,"32,000",13,2013,양지3길 25,, ,중개거래,전북 전주완산구
전라북도 전주완산구 평화동2가,953,953,0,평화동엠코타운,59.9755,202312,24,"22,400",11,2013,양지3길 25,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,639,639,0,거성소라,122.84,202312,20,"19,900",5,1992,백제대로 160,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,98,98,0,금호,84.719,202312,5,"15,500",1,1992,효동3길 33,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,98,98,0,금호,74.073,202312,30,"13,221",9,1992,효동3길 33,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,637,637,0,남양황제맨션,84.73,202312,4,"13,000",5,1990,백제대로 159,,20231228,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,205-74,205,74,대림,59.851,202312,5,"12,950",14,2002,안행2길 26,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,205-74,205,74,대림,85,202312,18,"16,500",2,2002,안행2길 26,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,Feb-48,48,2,대명까치맨션(102),59.85,202312,1,"7,300",7,1993,유기전2길 24,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,Feb-48,48,2,대명까치맨션(102),59.85,202312,8,"6,800",3,1993,유기전2길 24,,20231208,직거래,-
전라북도 전주완산구 효자동1가,635,635,0,비사벌,59.84,202312,23,"11,500",2,1992,서원로 258,,20231226,직거래,-
전라북도 전주완산구 효자동1가,635,635,0,비사벌,59.84,202312,26,"11,000",6,1992,서원로 258,,20231227,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,451,451,0,삼성효자맨션,83.56,202312,5,"17,300",8,1997,거마평로 139,,20240105,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,451,451,0,삼성효자맨션,60,202312,16,"12,000",11,1997,거마평로 139,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 효자동1가,364-3,364,3,삼호,84.94,202312,7,"15,300",7,1991,강변로 220-16,,20231229,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,652,652,0,상산타운,84.78,202312,18,"21,500",8,1994,거마평로 125,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,652,652,0,상산타운,108.03,202312,22,"22,500",3,1994,거마평로 125,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 효자동1가,652,652,0,상산타운,59.82,202312,24,"11,000",12,1994,거마평로 125,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,652,652,0,상산타운,59.82,202312,30,"14,700",8,1994,거마평로 125,, ,중개거래,"전북 전주덕진구, 전북 전주완산구"
전라북도 전주완산구 효자동1가,415-2,415,2,성원맨션,59.4575,202312,8,"9,400",1,1998,거마평로 189-47,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,654-2,654,2,쌍용모악파크빌라,84.78,202312,12,"18,500",14,1994,거마평로 93,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,654-2,654,2,쌍용모악파크빌라,84.78,202312,15,"15,000",4,1994,거마평로 93,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,403-3,403,3,유진청하맨션B,124.63,202312,9,"18,450",2,1989,거마평로 189-8,, ,중개거래,전북 전주완산구
전라북도 전주완산구 효자동1가,636,636,0,제일,84.99,202312,7,"13,000",5,1990,신봉로 52,, ,중개거래,전북 전주완산구
