시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,등기신청일자,거래유형,중개사소재지
경기도 동두천시 송내동,665-3,665,3,송내주공4단지,59.92,202312,21,"15,000",14,2003,동두천로 63,, ,중개거래,경기 동두천시
경기도 동두천시 송내동,665-3,665,3,송내주공4단지,59.92,202312,22,"15,500",13,2003,동두천로 63,, ,중개거래,경기 동두천시
경기도 동두천시 송내동,665-3,665,3,송내주공4단지,59.92,202312,22,"16,300",10,2003,동두천로 63,, ,중개거래,경기 동두천시
경기도 동두천시 송내동,696-3,696,3,송내주공5단지,84.8,202312,27,"20,500",8,2003,동두천로 27,, ,중개거래,경기 동두천시
경기도 동두천시 지행동,692-1,692,1,대방노블랜드(7단지),50.3,202312,4,"14,000",4,2004,거북마루로 64,,20231226,중개거래,경기 동두천시
경기도 동두천시 지행동,692-1,692,1,대방노블랜드(7단지),58.7,202312,8,"16,800",13,2004,거북마루로 64,,20231221,중개거래,경기 동두천시
경기도 동두천시 지행동,172,172,0,동양엔파트,84.9414,202312,11,"24,000",12,2011,행선로20번길 43,, ,중개거래,경기 동두천시
경기도 동두천시 지행동,172,172,0,동양엔파트,84.9414,202312,18,"24,800",7,2011,행선로20번길 43,, ,직거래,-
경기도 동두천시 지행동,172,172,0,동양엔파트,84.9414,202312,28,"28,000",8,2011,행선로20번길 43,,20231229,직거래,-
경기도 동두천시 지행동,691,691,0,부영아파트(3단지),84.9868,202312,17,"19,500",11,2003,생연로 28,, ,중개거래,경기 동두천시
경기도 동두천시 지행동,717-2,717,2,송내주공1단지,59.56,202312,13,"15,000",11,2004,지행로 16,, ,중개거래,"경기 동두천시, 경기 의정부시"
경기도 동두천시 지행동,717-2,717,2,송내주공1단지,84.87,202312,15,"20,000",9,2004,지행로 16,, ,직거래,-
경기도 동두천시 지행동,717-2,717,2,송내주공1단지,59.56,202312,21,"18,000",9,2004,지행로 16,, ,중개거래,서울 광진구
경기도 동두천시 지행동,717-2,717,2,송내주공1단지,59.56,202312,28,"17,500",13,2004,지행로 16,, ,중개거래,경기 동두천시
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,51.88,202312,6,"14,800",14,2004,동두천로 89,,20231208,중개거래,경기 동두천시
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,59.56,202312,13,"17,000",7,2004,동두천로 89,, ,중개거래,경기 동두천시
경기도 동두천시 지행동,722-5,722,5,송내주공2단지,51.88,202312,27,"15,000",10,2004,동두천로 89,, ,중개거래,"경기 동두천시, 경기 평택시"
경기도 동두천시 지행동,691-2,691,2,지행역센트레빌파크뷰,84.933,202312,21,"45,000",20,2023,거북마루로 46,,20231221,직거래,-
경기도 동두천시 지행동,691-2,691,2,지행역센트레빌파크뷰,84.933,202312,22,"38,000",19,2023,거북마루로 46,, ,중개거래,경기 동두천시
경기도 동두천시 지행동,270-3,270,3,지행주공2단지,59.99,202312,11,"10,500",13,1999,평화로 2316-13,,20231226,중개거래,경기 동두천시
경기도 동두천시 지행동,691-3,691,3,현진에버빌,127.31,202312,13,"40,000",10,2005,생연로 10,,20231213,직거래,-
경기도 동두천시 지행동,308,308,0,휴먼빌아파트,84.7859,202312,11,"28,000",8,2009,행선로 52,, ,중개거래,경기 동두천시
경기도 부천소사구 괴안동,Apr-89,89,4,괴안동금광포란재,84.1963,202312,9,"38,400",8,2006,54,, ,중개거래,경기 부천시
경기도 부천소사구 괴안동,129,129,0,네오빌,26.91,202312,18,"10,150",14,2002,경인로 528,, ,중개거래,경기 부천소사구
경기도 부천소사구 괴안동,129,129,0,네오빌,25.33,202312,29,"9,500",5,2002,경인로 528,, ,중개거래,경기 부천소사구
경기도 부천소사구 괴안동,171-6,171,6,대진,65.43,202312,7,"36,500",2,1987,범안로 9,, ,중개거래,-
경기도 부천소사구 괴안동,산14,14,0,덕림현대,49.2,202312,26,"18,500",1,1987,범안로46번길 18,, ,중개거래,경기 부천소사구
경기도 부천소사구 괴안동,204-1,204,1,삼익3차,70.41,202312,8,"37,000",4,1990,안곡로 4,, ,중개거래,경기 평택시
경기도 부천소사구 괴안동,204-5,204,5,삼익세라믹,84.93,202312,7,"42,800",3,1988,소안로 20,, ,중개거래,경기 부천시
경기도 부천소사구 괴안동,204-5,204,5,삼익세라믹,70.41,202312,11,"34,000",8,1988,소안로 20,, ,중개거래,경기 부천소사구
경기도 부천소사구 괴안동,204-5,204,5,삼익세라믹,109.35,202312,17,"50,000",5,1988,20,, ,중개거래,-
경기도 부천소사구 괴안동,Dec-69,69,12,스카이뷰,66.66,202312,6,"40,000",4,2019,안곡로 110,,20231207,직거래,-
경기도 부천소사구 괴안동,268,268,0,이편한세상온수역,59.9863,202312,30,"72,000",29,2020,경인로 605,, ,중개거래,경기 부천소사구
경기도 부천소사구 범박동,150-2,150,2,부천범박힐스테이트 6단지,70.4,202312,8,"45,000",4,2003,은성로 172-17,, ,중개거래,경기 부천시
경기도 부천소사구 범박동,150-2,150,2,부천범박힐스테이트 6단지,84.39,202312,28,"49,800",8,2003,은성로 172-17,, ,중개거래,경기 부천소사구
경기도 부천소사구 범박동,154-2,154,2,부천범박힐스테이트1단지,84.49,202312,28,"55,000",17,2004,범안로 81,, ,중개거래,"경기 부천소사구, 서울 금천구"
경기도 부천소사구 범박동,155-1,155,1,부천범박힐스테이트3단지,84.92,202312,20,"54,500",21,2004,범안로95번길 32,, ,중개거래,경기 부천소사구
경기도 부천소사구 범박동,152-2,152,2,부천범박힐스테이트4단지,99.61,202312,9,"57,000",24,2003,23,, ,중개거래,경기 부천시
경기도 부천소사구 범박동,152-2,152,2,부천범박힐스테이트4단지,84.39,202312,24,"58,000",20,2003,범안로96번길 23,, ,중개거래,경기 부천소사구
경기도 부천소사구 범박동,151-2,151,2,부천범박힐스테이트5단지,122.8,202312,4,"73,500",17,2003, 130-27,, ,중개거래,-
경기도 부천소사구 소사본동,133-12,133,12,부천소사역푸르지오,84.9779,202312,1,"69,500",9,2012,소삼로 47,,20231227,중개거래,경기 부천시
경기도 부천소사구 소사본동,133-12,133,12,부천소사역푸르지오,84.9779,202312,6,"74,500",22,2012,소삼로 47,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,133-12,133,12,부천소사역푸르지오,59.9241,202312,8,"67,000",23,2012,소삼로 47,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,133-12,133,12,부천소사역푸르지오,59.9241,202312,13,"62,500",6,2012,소삼로 47,, ,중개거래,-
경기도 부천소사구 소사본동,70-16,70,16,부천한신더휴메트로,59.9715,202312,9,"54,500",36,2020,경인옛로 25,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,403,403,0,삼성,101.82,202312,8,"50,500",14,1995,소사로78번길 81,, ,중개거래,경기 부천소사구
경기도 부천소사구 소사본동,Feb-70,70,2,소사새롬하이빌,103.75,202312,16,"42,000",9,2004,340,, ,중개거래,-
경기도 부천소사구 소사본동,135,135,0,소사에스케이뷰,84.9841,202312,5,"53,000",15,2004,소삼로 62,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,135,135,0,소사에스케이뷰,84.9841,202312,6,"59,000",9,2004,소삼로 62,, ,중개거래,경기 부천소사구
경기도 부천소사구 소사본동,135,135,0,소사에스케이뷰,84.9841,202312,17,"56,000",9,2004,소삼로 62,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,135,135,0,소사에스케이뷰,84.9841,202312,17,"54,000",11,2004,소삼로 62,, ,중개거래,경기 부천소사구
경기도 부천소사구 소사본동,427,427,0,신일해피트리,59.94,202312,4,"45,500",3,2021,소사로134번길 14,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,Mar-70,70,3,알베로하우스,42.5,202312,26,"21,700",8,2016,경인로 344,, ,중개거래,경기 부천소사구
경기도 부천소사구 소사본동,323,323,0,양우파크타운(내안愛),84.77,202312,12,"47,300",8,2003,소사로126번길 18,, ,중개거래,경기 부천소사구
경기도 부천소사구 소사본동,323,323,0,양우파크타운(내안愛),84.77,202312,12,"47,500",16,2003,소사로126번길 18,, ,중개거래,"경기 부천소사구, 경기 부천원미구"
경기도 부천소사구 소사본동,236-10,236,10,에스제이로얄팰리스아파트,62.69,202312,7,"30,800",11,2018,소사로125번길 62-12,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,178-37,178,37,에스케이미래로,83.14,202312,11,"53,500",5,2022,소사로169번길 52,, ,직거래,-
경기도 부천소사구 소사본동,68-23,68,23,에코파인,65.92,202312,14,"35,000",8,2018,호현로 480,, ,직거래,-
경기도 부천소사구 소사본동,411-1,411,1,주공뜨란채,84.85,202312,2,"50,000",2,2006,소사동로72번길 32,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,411-1,411,1,주공뜨란채,84.85,202312,7,"54,750",5,2006,소사동로72번길 32,, ,중개거래,"경기 부천시, 서울 영등포구"
경기도 부천소사구 소사본동,411-1,411,1,주공뜨란채,84.85,202312,16,"53,000",11,2006,소사동로72번길 32,, ,중개거래,서울 서초구
경기도 부천소사구 소사본동,411-1,411,1,주공뜨란채,75.13,202312,16,"47,500",14,2006,소사동로72번길 32,, ,중개거래,경기 부천소사구
경기도 부천소사구 소사본동,411-1,411,1,주공뜨란채,75.13,202312,23,"49,800",15,2006,소사동로72번길 32,, ,중개거래,"경기 부천소사구, 서울 강서구"
경기도 부천소사구 소사본동,277-12,277,12,한신,41.295,202312,1,"22,000",7,1984,소사로170번길 81,, ,중개거래,경기 부천시
경기도 부천소사구 소사본동,277-12,277,12,한신,64.335,202312,14,"31,000",11,1984,소사로170번길 81,, ,중개거래,-
경기도 부천소사구 소사본동,75-13,75,13,한울펠리스B,62.74,202312,4,"31,500",5,2016,소사로247번길 20,, ,중개거래,"경기 부천시, 서울 구로구"
경기도 부천소사구 송내동,368,368,0,뉴서울,59.97,202312,11,"40,000",10,1995,39,, ,중개거래,-
경기도 부천소사구 송내동,338,338,0,대진,58.5,202312,17,"46,300",3,1985,송내대로42번길 62,, ,중개거래,경기 부천시
경기도 부천소사구 송내동,304-6,304,6,뜨란채주공,51.69,202312,24,"31,700",3,2004,경인로10번길 25-32,, ,중개거래,경기 부천원미구
경기도 부천소사구 송내동,717,717,0,래미안어반비스타,49.98,202312,17,"48,000",9,2021,중동로 19,, ,중개거래,-
경기도 부천소사구 송내동,327-2,327,2,성호,59.98,202312,16,"32,800",2,1995,24,, ,중개거래,"경기 부천시, 서울 구로구"
경기도 부천소사구 송내동,457-1,457,1,송내대우,80.675,202312,3,"45,500",7,2001,72,, ,중개거래,-
경기도 부천소사구 송내동,409,409,0,송내자이,84.9716,202312,26,"58,000",6,2009,22,, ,중개거래,-
경기도 부천소사구 송내동,377-7,377,7,중동푸르지오2차(A단지),84.96,202312,18,"62,000",18,2008,27,, ,중개거래,-
경기도 부천소사구 송내동,450-1,450,1,현대,43.02,202312,23,"20,500",8,1988, 86-4,, ,중개거래,경기 부천시
경기도 부천소사구 심곡본동,617-11,617,11,롯데,84.87,202312,20,"46,000",10,1984,심곡로67번길 74,, ,중개거래,경기 부천소사구
경기도 부천소사구 심곡본동,566-1,566,1,부천극동,69.85,202312,15,"30,000",3,1980,226,, ,중개거래,경기 부천시
경기도 부천소사구 심곡본동,566-1,566,1,부천극동,85.9,202312,20,"37,800",6,1980,226,, ,중개거래,경기 부천시
경기도 부천소사구 심곡본동,566-1,566,1,부천극동,69.85,202312,23,"26,000",9,1980,성주로 226,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,776-1,776,1,부천옥길자이,90.5684,202312,2,"70,000",2,2018,범안로219번길 19,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,747-1,747,1,엘에이치옥길헤일라움,59.6,202312,9,"50,000",1,2016,양지로 234-26,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,751-1,751,1,옥길브리즈힐,84.91,202312,5,"60,000",7,2016,옥길로 80,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,771-1,771,1,옥길센트리뷰,84.8,202312,8,"62,850",9,2017,옥길로 55,, ,중개거래,"경기 부천소사구, 경기 부천원미구"
경기도 부천소사구 옥길동,771-1,771,1,옥길센트리뷰,84.93,202312,9,"64,500",11,2017,옥길로 55,, ,중개거래,경기 부천소사구
경기도 부천소사구 옥길동,771-1,771,1,옥길센트리뷰,74.49,202312,16,"60,000",21,2017,55,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,742-1,742,1,옥길한신더휴,97.97,202312,23,"83,500",16,2017,양지로 234-10,, ,중개거래,-
경기도 부천소사구 옥길동,742-1,742,1,옥길한신더휴,97.97,202312,23,"79,000",9,2017, 234-10,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,780-1,780,1,옥길호반베르디움,72.998,202312,5,"65,500",14,2017,220,, ,중개거래,경기 부천시
경기도 부천소사구 옥길동,780-1,780,1,옥길호반베르디움,72.998,202312,14,"65,500",7,2017,220,, ,중개거래,-
경기도 부천소사구 옥길동,739-1,739,1,제일풍경채제이드카운티2단지,84.9,202312,16,"73,000",26,2017, 234-9,, ,중개거래,-
경기도 부천소사구 옥길동,739-1,739,1,제일풍경채제이드카운티2단지,84.9,202312,19,"67,000",8,2017, 234-9,, ,중개거래,-
경기도 부천오정구 고강동,327-7,327,7,동문미도(327-7),51.3,202312,26,"19,100",2,1989,18,, ,중개거래,-
경기도 부천오정구 고강동,396,396,0,삼우(396),38.97,202312,2,"12,000",3,1988,고리울로52번길 5,,20231205,직거래,-
경기도 부천오정구 고강동,333-3,333,3,서원,52.38,202312,4,"22,500",5,1986,49,, ,중개거래,-
경기도 부천오정구 고강동,457,457,0,홈유레카,79.58,202312,4,"55,000",5,2023,원종로 135,,20231211,직거래,-
경기도 부천오정구 내동,352,352,0,계남랑데뷰,58.68,202312,16,"30,000",6,2017,56,, ,중개거래,경기 부천시
경기도 부천오정구 내동,349,349,0,서초,51.84,202312,22,"15,500",2,1992,69,,20240103,중개거래,-
경기도 부천오정구 삼정동,285-36,285,36,정석,51.95,202312,14,"15,100",6,2003,중동로443번길 21,,20231226,중개거래,경기 부천시
경기도 부천오정구 여월동,340,340,0,여월휴먼시아3단지,84.95,202312,14,"72,000",6,2007,37,, ,중개거래,-
경기도 부천오정구 오정동,140-5,140,5,부촌3,40.92,202312,7,"18,000",2,1989,성오로117번길 58,,20231211,중개거래,경기 안양동안구
경기도 부천오정구 오정동,717,717,0,오정휴먼시아1단지,84.69,202312,13,"55,000",10,2006,오정로251번길 39,, ,중개거래,경기 부천오정구
경기도 부천오정구 오정동,732,732,0,오정휴먼시아3단지,59.95,202312,15,"43,500",14,2006,오정로 289,, ,중개거래,경기 부천시
경기도 부천오정구 원종동,295,295,0,동제이지안2차,69.92,202312,6,"36,500",9,2005,51,, ,중개거래,-
경기도 부천오정구 원종동,336-2,336,2,삼덕,41.04,202312,16,"15,800",3,1986,고강로56번길 16-16,, ,중개거래,경기 부천시
경기도 부천오정구 원종동,385-3,385,3,온새미로,58.025,202312,2,"27,000",4,2016,수도로 336,,20231215,중개거래,경기 부천시
경기도 부천오정구 원종동,296-5,296,5,태영스카이,67.2,202312,13,"50,000",4,2021,원종로85번길 64,,20231215,중개거래,서울 구로구
경기도 부천오정구 원종동,271-4,271,4,해윰,66.46,202312,27,"37,500",10,2020,13,, ,중개거래,-
경기도 부천오정구 작동,05월 01일,5,1,부천동도센트리움까치울숲,73.277,202312,2,"52,800",6,2021,삼작로 465,, ,중개거래,경기 부천시
경기도 부천원미구 도당동,Jan-46,46,1,대화,41.4,202312,14,"13,000",3,1986,수도로180번길 62,,20231218,직거래,-
경기도 부천원미구 도당동,109,109,0,삼보,51.57,202312,7,"19,000",4,1989,267,, ,중개거래,경기 부천시
경기도 부천원미구 도당동,Jan-92,92,1,서초,56.62,202312,21,"16,800",3,1994,삼작로268번길 53-14,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,445,445,0,꿈동산(신안),101.98,202312,5,"51,000",15,1994,장말로 136,,20231219,직거래,-
경기도 부천원미구 상동,500-1,500,1,다정한마을 경남아너스빌,84.8,202312,10,"59,000",19,2002,상동로 196,, ,중개거래,경기 부천시
경기도 부천원미구 상동,500-2,500,2,다정한마을(금강),84.986,202312,21,"61,000",10,2003,상동로 186,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,500-4,500,4,다정한마을(삼성),84.935,202312,10,"62,300",11,2002,평천로 616,, ,중개거래,경기 부천시
경기도 부천원미구 상동,538-6,538,6,대신스카이빌,59.97,202312,28,"28,000",7,2003,길주로 129,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,525-1,525,1,라일락마을(경남아너스빌),84.8,202312,26,"60,000",9,2002,도약로 16,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,525-1,525,1,라일락마을(경남아너스빌),84.8,202312,27,"59,500",5,2002,도약로 16,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,528-3,528,3,라일락마을(서해),127.738,202312,8,"99,000",20,2002,상동로117번길 22,, ,중개거래,경기 부천시
경기도 부천원미구 상동,528-3,528,3,라일락마을(서해),127.738,202312,29,"101,800",14,2002,상동로117번길 22,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,525-3,525,3,라일락마을(신성미소지움),59.962,202312,20,"57,800",10,2002,36,, ,중개거래,-
경기도 부천원미구 상동,525-3,525,3,라일락마을(신성미소지움),59.962,202312,21,"54,500",7,2002,도약로 36,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,525-3,525,3,라일락마을(신성미소지움),59.962,202312,21,"58,700",7,2002,도약로 36,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,525-3,525,3,라일락마을(신성미소지움),59.962,202312,27,"48,700",2,2002,도약로 36,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,397,397,0,반달마을(건영),55.73,202312,16,"29,000",4,1993,상일로 71,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,399,399,0,반달마을(극동신라),41.44,202312,14,"24,200",3,1994,72,, ,중개거래,경기 부천시
경기도 부천원미구 상동,397,397,0,반달마을(동아),59.28,202312,1,"34,500",6,1993,상일로 71,,20231204,중개거래,경기 부천시
경기도 부천원미구 상동,397,397,0,반달마을(동아),50.03,202312,15,"27,600",3,1993,상일로 71,, ,중개거래,-
경기도 부천원미구 상동,397,397,0,반달마을(동아),59.92,202312,16,"33,500",10,1993,상일로 71,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,395,395,0,반달마을(삼익),82.9,202312,11,"45,500",3,1993,102,, ,중개거래,인천 부평구
경기도 부천원미구 상동,397,397,0,반달마을(선경),50.03,202312,16,"28,000",14,1993,상일로 71,,20231218,중개거래,경기 부천시
경기도 부천원미구 상동,571-4,571,4,백송마을(동남디아망),84.48,202312,8,"68,500",12,2002,부흥로 71,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,571-1,571,1,백송마을(상록LG),84.84,202312,2,"70,500",14,2003,조마루로 48,, ,중개거래,"경기 광명시, 경기 부천시"
경기도 부천원미구 상동,571-3,571,3,백송마을(엘지에스케이),98.9986,202312,8,"78,500",2,2002,상동로 25,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,571-6,571,6,백송마을(풍림아이원),59.997,202312,16,"47,000",14,2002,49,, ,중개거래,경기 부천시
경기도 부천원미구 상동,415,415,0,"사랑마을(벽산,선경,삼익)",101.88,202312,4,"55,000",1,1994,부흥로 150,, ,중개거래,경기 부천시
경기도 부천원미구 상동,415,415,0,"사랑마을(벽산,선경,삼익)",134.91,202312,4,"68,000",14,1994,부흥로 150,, ,중개거래,경기 부천시
경기도 부천원미구 상동,415,415,0,"사랑마을(벽산,선경,삼익)",101.88,202312,7,"60,500",17,1994,부흥로 150,, ,중개거래,경기 부천시
경기도 부천원미구 상동,417,417,0,사랑마을(청구),134.805,202312,13,"73,000",19,1993,장말로 137,, ,중개거래,경기 부천시
경기도 부천원미구 상동,238-3,238,3,우남,59.07,202312,16,"21,900",2,1989,장말로216번길 32,, ,중개거래,경기 부천시
경기도 부천원미구 상동,402-3,402,3,윌타운,33.36,202312,1,"6,700",13,2002,부일로205번길 46,,20231214,중개거래,경기 부천시
경기도 부천원미구 상동,402-3,402,3,윌타운,25.8,202312,16,"6,350",10,2002,부일로205번길 46,,20231219,중개거래,경기 부천시
경기도 부천원미구 상동,526-4,526,4,진달래마을(대림),84.953,202312,10,"68,100",11,2002,도약로 82,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,526-1,526,1,진달래마을(대우),130.3698,202312,13,"101,000",10,2002,도약로 56,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,526-6,526,6,진달래마을(신동아),84.8533,202312,26,"68,500",16,2002,계남로 81,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,527-1,527,1,진달래마을(효성써미트빌),101.845,202312,10,"98,000",24,2002,계남로 60,, ,중개거래,경기 부천시
경기도 부천원미구 상동,547-1,547,1,코오롱이데아폴리스,129.76,202312,20,"61,000",8,2007,소향로 11,, ,중개거래,경기 부천시
경기도 부천원미구 상동,551-2,551,2,푸른마을(한라),59.998,202312,16,"59,800",9,2002,송내대로205번길 26,, ,중개거래,경기 부천원미구
경기도 부천원미구 상동,393,393,0,"한아름마을(삼환,동아,동성)",59.4,202312,2,"33,000",7,1994,100,,20240103,중개거래,-
경기도 부천원미구 소사동,Apr-39,39,4,IHO드림파크아파트,110.13,202312,11,"45,000",8,2017,소사로276번길 69,,20240105,직거래,-
경기도 부천원미구 심곡동,382-6,382,6,가온팰리스,18,202312,4,"8,400",5,2015,부일로 453,,20231208,중개거래,경기 부천시
경기도 부천원미구 심곡동,382-6,382,6,가온팰리스,18,202312,13,"8,300",8,2015,부일로 453,,20231220,중개거래,경기 부천시
경기도 부천원미구 심곡동,382-6,382,6,가온팰리스,18,202312,13,"8,300",8,2015,부일로 453,,20231220,중개거래,경기 부천시
경기도 부천원미구 심곡동,388-5,388,5,글로리아,59.797,202312,8,"32,000",11,2023,신흥로16번길 53,,20240105,중개거래,경기 부천원미구
경기도 부천원미구 심곡동,391-4,391,4,대준블루온,20.3,202312,1,"6,200",4,2014,신흥로26번길 36,,20231204,직거래,-
경기도 부천원미구 심곡동,141-16,141,16,미성로뎀빌,25.08,202312,5,"11,800",10,2012,원미로7번길 42,,20231212,중개거래,경기 부천시
경기도 부천원미구 심곡동,145-6,145,6,부천역푸르지오시티,15.618,202312,1,"8,350",17,2014,500,,20240103,중개거래,-
경기도 부천원미구 심곡동,Jan-36,36,1,부천우림필유에듀파크,59.7435,202312,23,"44,700",12,2019,조마루로 363,, ,중개거래,경기 부천원미구
경기도 부천원미구 심곡동,Jan-36,36,1,부천우림필유에듀파크,59.7435,202312,23,"42,500",3,2019,조마루로 363,, ,중개거래,경기 부천원미구
경기도 부천원미구 심곡동,339-18,339,18,스카이포인트아파트,69.55,202312,1,"51,000",9,2022,32,, ,직거래,-
경기도 부천원미구 심곡동,124-10,124,10,태강2동,38.87,202312,2,"29,000",6,2002,원미로 36-1,, ,중개거래,경기 부천시
경기도 부천원미구 심곡동,800,800,0,하나리아벨주상복합,62.59,202312,12,"34,200",12,2005,부흥로 424,, ,중개거래,경기 부천시
경기도 부천원미구 약대동,218,218,0,부천3차아이파크,70.7887,202312,11,"58,500",24,2017,약대로 20,, ,중개거래,경기 부천시
경기도 부천원미구 약대동,216-1,216,1,부천아이파크,119.33,202312,8,"82,500",10,2017,평천로 680,, ,중개거래,경기 부천시
경기도 부천원미구 약대동,216-1,216,1,부천아이파크,119.33,202312,11,"77,000",10,2017,평천로 679,, ,중개거래,경기 부천시
경기도 부천원미구 약대동,216-1,216,1,부천아이파크,84.6,202312,15,"65,000",7,2017,평천로 679,, ,중개거래,경기 부천원미구
경기도 부천원미구 약대동,196,196,0,부천위브트레지움1단지,59.98,202312,11,"59,800",5,2012,수도로 18,, ,중개거래,경기 부천시
경기도 부천원미구 약대동,196,196,0,부천위브트레지움1단지,84.98,202312,18,"68,000",14,2012,수도로 18,, ,중개거래,경기 부천시
경기도 부천원미구 약대동,169-6,169,6,현대,63.03,202312,12,"38,000",1,1988,신흥로321번길 27,20231227, ,중개거래,경기 부천시
경기도 부천원미구 약대동,169-6,169,6,현대,63.03,202312,27,"38,000",1,1988,27,,20231228,중개거래,-
경기도 부천원미구 역곡동,411,411,0,동부센트레빌3단지,84.99,202312,11,"49,000",3,2006,안곡로279번길 42,,20231212,직거래,-
경기도 부천원미구 역곡동,412,412,0,역곡1차한양수자인101동,84.994,202312,19,"50,500",4,2006,지봉로121번길 18,, ,중개거래,경기 부천원미구
경기도 부천원미구 역곡동,413,413,0,역곡3차한양수자인(301동),59.99,202312,27,"40,000",2,2007,22,, ,직거래,-
경기도 부천원미구 역곡동,Feb-74,74,2,역곡역이편한세상,100.7346,202312,23,"85,000",14,2011,26,, ,중개거래,-
경기도 부천원미구 역곡동,111-2,111,2,청도포그니에,84.7,202312,6,"44,300",11,2006,역곡로14번길 42,20231219, ,중개거래,경기 부천시
경기도 부천원미구 역곡동,111-2,111,2,청도포그니에,84.7,202312,6,"44,300",11,2006,역곡로14번길 42,,20231226,중개거래,경기 부천시
경기도 부천원미구 역곡동,212-2,212,2,한국,84.74,202312,7,"41,500",9,1996,안곡로 284,, ,중개거래,경기 부천시
경기도 부천원미구 원미동,151-1,151,1,두산,84.92,202312,20,"43,000",6,1999,원미로144번길 51,,20240105,직거래,-
경기도 부천원미구 원미동,114-1,114,1,원미동풍림,84.744,202312,29,"50,000",13,1999,원미로 100,, ,중개거래,경기 부천원미구
경기도 부천원미구 중동,1182,1182,0,그린타운(삼성),173.865,202312,11,"80,800",5,1993,중동로 204,, ,중개거래,-
경기도 부천원미구 중동,1184-6,1184,6,그린타운(우성2),59.95,202312,15,"46,700",2,1994,조마루로 278,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1029,1029,0,금강마을(주공),41.85,202312,1,"30,800",9,1994,126,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1029,1029,0,금강마을(주공),41.85,202312,2,"29,800",3,1994,계남로 106,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1041,1041,0,덕유마을(주공4),59.98,202312,2,"39,000",8,1997,도약로 146,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1293-1,1293,1,래미안부천중동,59.98,202312,4,"62,500",9,2015,신흥로276번길 15,,20231222,중개거래,경기 부천시
경기도 부천원미구 중동,1116,1116,0,리첸시아중동,140.61,202312,5,"110,000",17,2012,옥산로 7,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1175-2,1175,2,무지개마을(LG),84.9,202312,20,"54,000",11,1993,중동로 187,,20231220,중개거래,경기 부천시
경기도 부천원미구 중동,1181,1181,0,미리내마을(동성),84.6,202312,13,"58,000",17,1993,231,, ,중개거래,-
경기도 부천원미구 중동,1178,1178,0,미리내마을(롯데1),42.51,202312,4,"28,600",14,1993,소향로 206,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1178,1178,0,미리내마을(롯데1),33.54,202312,5,"23,200",11,1993,206,, ,중개거래,경기 부천원미구
경기도 부천원미구 중동,1180-1,1180,1,미리내마을(롯데2),71.56,202312,4,"49,900",8,1993,271,, ,중개거래,-
경기도 부천원미구 중동,1180-1,1180,1,미리내마을(롯데2),71.56,202312,18,"49,500",15,1993,조마루로 271,, ,중개거래,경기 부천원미구
경기도 부천원미구 중동,1178,1178,0,미리내마을(삼성),33.54,202312,22,"21,400",2,1993,206,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1178,1178,0,미리내마을(우성),42.51,202312,7,"30,000",7,1993,소향로 206,, ,중개거래,경기 부천시
경기도 부천원미구 중동,1178,1178,0,미리내마을(우성),33.54,202312,9,"23,500",4,1993,소향로 206,,20240105,중개거래,경기 부천원미구
